     T(MeV)         phi_e         thetah           tnuh           nbh           a/a_i             N              P             H2            He4
 .3551528D+00  0.1196856D-08  0.3087076D-21  0.9583297D+00  0.1206069D-09  0.2937250D+02  0.1764047D+00  0.8235952D+00  0.6714256D-11  0.7293441D-16
 .3527014D+00  0.1199879D-08  0.3041831D-21  0.9577907D+00  0.1179274D-09  0.2959318D+02  0.1761593D+00  0.8238406D+00  0.6921192D-11  0.8156356D-16
 .3500438D+00  0.1203225D-08  0.2993140D-21  0.9571951D+00  0.1150667D-09  0.2983630D+02  0.1758944D+00  0.8241055D+00  0.7156867D-11  0.9227456D-16
 .3476622D+00  0.1206285D-08  0.2949828D-21  0.9566514D+00  0.1125420D-09  0.3005765D+02  0.1756581D+00  0.8243418D+00  0.7378693D-11  0.1032632D-15
 .3450797D+00  0.1209673D-08  0.2903204D-21  0.9560509D+00  0.1098454D-09  0.3030151D+02  0.1754029D+00  0.8245969D+00  0.7631343D-11  0.1169130D-15
 .3425352D+00  0.1213082D-08  0.2857615D-21  0.9554477D+00  0.1072302D-09  0.3054575D+02  0.1751527D+00  0.8248472D+00  0.7893382D-11  0.1324210D-15
 .3402544D+00  0.1216200D-08  0.2817044D-21  0.9548972D+00  0.1049208D-09  0.3076813D+02  0.1749293D+00  0.8250706D+00  0.8140047D-11  0.1483478D-15
 .3377803D+00  0.1219652D-08  0.2773351D-21  0.9542892D+00  0.1024527D-09  0.3101312D+02  0.1746880D+00  0.8253118D+00  0.8421017D-11  0.1681523D-15
 .3353420D+00  0.1223127D-08  0.2730609D-21  0.9536788D+00  0.1000576D-09  0.3125851D+02  0.1744513D+00  0.8255486D+00  0.8712459D-11  0.1906762D-15
 .3329386D+00  0.1226625D-08  0.2688791D-21  0.9530659D+00  0.9773292D-10  0.3150429D+02  0.1742189D+00  0.8257810D+00  0.9014775D-11  0.2163022D-15
 .3305694D+00  0.1230147D-08  0.2647871D-21  0.9524505D+00  0.9547612D-10  0.3175046D+02  0.1739908D+00  0.8260090D+00  0.9328381D-11  0.2454681D-15
 .3282337D+00  0.1233692D-08  0.2607824D-21  0.9518328D+00  0.9328479D-10  0.3199704D+02  0.1737669D+00  0.8262330D+00  0.9653711D-11  0.2786747D-15
 .3259308D+00  0.1237262D-08  0.2568626D-21  0.9512128D+00  0.9115661D-10  0.3224401D+02  0.1735470D+00  0.8264529D+00  0.9991217D-11  0.3164944D-15
 .3234550D+00  0.1241184D-08  0.2526804D-21  0.9505337D+00  0.8890439D-10  0.3251390D+02  0.1733116D+00  0.8266883D+00  0.1037384D-10  0.3637876D-15
 .3212184D+00  0.1244805D-08  0.2489305D-21  0.9499088D+00  0.8690123D-10  0.3276171D+02  0.1730998D+00  0.8269001D+00  0.1073834D-10  0.4134854D-15
 .3188135D+00  0.1248783D-08  0.2449283D-21  0.9492246D+00  0.8478044D-10  0.3303252D+02  0.1728730D+00  0.8271269D+00  0.1115160D-10  0.4756771D-15
 .3166405D+00  0.1252456D-08  0.2413387D-21  0.9485951D+00  0.8289342D-10  0.3328118D+02  0.1726689D+00  0.8273310D+00  0.1154531D-10  0.5410781D-15
 .3143034D+00  0.1256492D-08  0.2375066D-21  0.9479059D+00  0.8089482D-10  0.3355291D+02  0.1724502D+00  0.8275497D+00  0.1199173D-10  0.6229792D-15
 .3121911D+00  0.1260219D-08  0.2340684D-21  0.9472719D+00  0.7911582D-10  0.3380243D+02  0.1722533D+00  0.8277466D+00  0.1241706D-10  0.7091669D-15
 .3099190D+00  0.1264315D-08  0.2303969D-21  0.9465778D+00  0.7723090D-10  0.3407509D+02  0.1720423D+00  0.8279576D+00  0.1289938D-10  0.8171722D-15
 .3076797D+00  0.1268441D-08  0.2268056D-21  0.9458813D+00  0.7540216D-10  0.3434824D+02  0.1718351D+00  0.8281648D+00  0.1340158D-10  0.9420180D-15
 .3054726D+00  0.1272600D-08  0.2232924D-21  0.9451824D+00  0.7362757D-10  0.3462188D+02  0.1716316D+00  0.8283683D+00  0.1392451D-10  0.1086381D-14
 .3032969D+00  0.1276790D-08  0.2198549D-21  0.9444811D+00  0.7190519D-10  0.3489602D+02  0.1714318D+00  0.8285681D+00  0.1446905D-10  0.1253372D-14
 .3011519D+00  0.1281013D-08  0.2164911D-21  0.9437774D+00  0.7023314D-10  0.3517065D+02  0.1712354D+00  0.8287645D+00  0.1503613D-10  0.1446605D-14
 .2990371D+00  0.1285269D-08  0.2131989D-21  0.9430715D+00  0.6860966D-10  0.3544577D+02  0.1710425D+00  0.8289574D+00  0.1562669D-10  0.1670282D-14
 .2967793D+00  0.1289917D-08  0.2097109D-21  0.9423042D+00  0.6690371D-10  0.3574438D+02  0.1708372D+00  0.8291626D+00  0.1629412D-10  0.1952635D-14
 .2947253D+00  0.1294242D-08  0.2065615D-21  0.9415937D+00  0.6537599D-10  0.3602053D+02  0.1706511D+00  0.8293488D+00  0.1693686D-10  0.2256348D-14
 .2925319D+00  0.1298966D-08  0.2032238D-21  0.9408215D+00  0.6377002D-10  0.3632027D+02  0.1704530D+00  0.8295469D+00  0.1766333D-10  0.2640009D-14
 .2905360D+00  0.1303361D-08  0.2002094D-21  0.9401065D+00  0.6233128D-10  0.3659747D+02  0.1702733D+00  0.8297266D+00  0.1836298D-10  0.3052985D-14
 .2884043D+00  0.1308163D-08  0.1970137D-21  0.9393296D+00  0.6081825D-10  0.3689833D+02  0.1700819D+00  0.8299179D+00  0.1915386D-10  0.3575037D-14
 .2863037D+00  0.1313005D-08  0.1938887D-21  0.9385503D+00  0.5935096D-10  0.3719979D+02  0.1698939D+00  0.8301060D+00  0.1998050D-10  0.4188101D-14
 .2842334D+00  0.1317888D-08  0.1908323D-21  0.9377688D+00  0.5792774D-10  0.3750184D+02  0.1697091D+00  0.8302908D+00  0.2084458D-10  0.4908305D-14
 .2823488D+00  0.1322433D-08  0.1880703D-21  0.9370453D+00  0.5665173D-10  0.3778118D+02  0.1695413D+00  0.8304585D+00  0.2167691D-10  0.5684602D-14
 .2801814D+00  0.1327781D-08  0.1849179D-21  0.9361989D+00  0.5520719D-10  0.3810772D+02  0.1693489D+00  0.8306510D+00  0.2269205D-10  0.6749659D-14
 .2781985D+00  0.1332792D-08  0.1820561D-21  0.9354107D+00  0.5390685D-10  0.3841155D+02  0.1691733D+00  0.8308266D+00  0.2367916D-10  0.7919757D-14
 .2762434D+00  0.1337845D-08  0.1792555D-21  0.9346204D+00  0.5264459D-10  0.3871598D+02  0.1690005D+00  0.8309993D+00  0.2471117D-10  0.9296253D-14
 .2743155D+00  0.1342942D-08  0.1765145D-21  0.9338280D+00  0.5141906D-10  0.3902101D+02  0.1688306D+00  0.8311693D+00  0.2579015D-10  0.1091609D-13
 .2722693D+00  0.1348480D-08  0.1736273D-21  0.9329725D+00  0.5013884D-10  0.3935018D+02  0.1686505D+00  0.8313493D+00  0.2700718D-10  0.1298292D-13
 .2703964D+00  0.1353669D-08  0.1710048D-21  0.9321760D+00  0.4898553D-10  0.3965646D+02  0.1684861D+00  0.8315138D+00  0.2819084D-10  0.1525675D-13
 .2684080D+00  0.1359308D-08  0.1682415D-21  0.9313162D+00  0.4778029D-10  0.3998697D+02  0.1683118D+00  0.8316881D+00  0.2952606D-10  0.1816003D-13
 .2665876D+00  0.1364590D-08  0.1657308D-21  0.9305159D+00  0.4669410D-10  0.4029450D+02  0.1681526D+00  0.8318473D+00  0.3082481D-10  0.2135625D-13
 .2646546D+00  0.1370331D-08  0.1630847D-21  0.9296521D+00  0.4555857D-10  0.4062637D+02  0.1679837D+00  0.8320162D+00  0.3228999D-10  0.2543999D-13
 .2627495D+00  0.1376125D-08  0.1604968D-21  0.9287863D+00  0.4445727D-10  0.4095894D+02  0.1678175D+00  0.8321824D+00  0.3382758D-10  0.3031648D-13
 .2608716D+00  0.1381973D-08  0.1579655D-21  0.9279185D+00  0.4338896D-10  0.4129222D+02  0.1676539D+00  0.8323460D+00  0.3544123D-10  0.3614162D-13
 .2590203D+00  0.1387876D-08  0.1554890D-21  0.9270489D+00  0.4235244D-10  0.4162620D+02  0.1674928D+00  0.8325071D+00  0.3713479D-10  0.4310229D-13
 .2571951D+00  0.1393835D-08  0.1530659D-21  0.9261775D+00  0.4134657D-10  0.4196089D+02  0.1673341D+00  0.8326657D+00  0.3891230D-10  0.5142256D-13
 .2552679D+00  0.1400281D-08  0.1505274D-21  0.9252419D+00  0.4030164D-10  0.4232027D+02  0.1671667D+00  0.8328332D+00  0.4091477D-10  0.6215232D-13
 .2534950D+00  0.1406357D-08  0.1482103D-21  0.9243669D+00  0.3935587D-10  0.4265643D+02  0.1670128D+00  0.8329871D+00  0.4287996D-10  0.7420546D-13
 .2516227D+00  0.1412929D-08  0.1457819D-21  0.9234277D+00  0.3837298D-10  0.4301738D+02  0.1668504D+00  0.8331495D+00  0.4509409D-10  0.8975908D-13
 .2498999D+00  0.1419124D-08  0.1435648D-21  0.9225495D+00  0.3748301D-10  0.4335501D+02  0.1667009D+00  0.8332989D+00  0.4726722D-10  0.1072422D-12
 .2480801D+00  0.1425825D-08  0.1412406D-21  0.9216069D+00  0.3655777D-10  0.4371755D+02  0.1665431D+00  0.8334568D+00  0.4971588D-10  0.1298168D-12
 .2462866D+00  0.1432595D-08  0.1389680D-21  0.9206627D+00  0.3566073D-10  0.4408091D+02  0.1663875D+00  0.8336123D+00  0.5229564D-10  0.1572026D-12
 .2445188D+00  0.1439433D-08  0.1367455D-21  0.9197170D+00  0.3479088D-10  0.4444509D+02  0.1662342D+00  0.8337657D+00  0.5501365D-10  0.1904332D-12
 .2427763D+00  0.1446340D-08  0.1345717D-21  0.9187698D+00  0.3394722D-10  0.4481009D+02  0.1660829D+00  0.8339170D+00  0.5787750D-10  0.2307705D-12
 .2410583D+00  0.1453317D-08  0.1324452D-21  0.9178212D+00  0.3312881D-10  0.4517591D+02  0.1659337D+00  0.8340662D+00  0.6089514D-10  0.2797454D-12
 .2393646D+00  0.1460365D-08  0.1303647D-21  0.9168712D+00  0.3233475D-10  0.4554255D+02  0.1657865D+00  0.8342134D+00  0.6407502D-10  0.3392267D-12
 .2375839D+00  0.1467962D-08  0.1281948D-21  0.9158566D+00  0.3151360D-10  0.4593455D+02  0.1656315D+00  0.8343683D+00  0.6765573D-10  0.4168187D-12
 .2359385D+00  0.1475158D-08  0.1262053D-21  0.9149042D+00  0.3076714D-10  0.4630289D+02  0.1654882D+00  0.8345117D+00  0.7119963D-10  0.5057662D-12
 .2342083D+00  0.1482915D-08  0.1241297D-21  0.9138871D+00  0.2999493D-10  0.4669670D+02  0.1653372D+00  0.8346626D+00  0.7519067D-10  0.6218517D-12
 .2326091D+00  0.1490264D-08  0.1222263D-21  0.9129326D+00  0.2929268D-10  0.4706675D+02  0.1651975D+00  0.8348024D+00  0.7914110D-10  0.7549808D-12
 .2309272D+00  0.1498185D-08  0.1202398D-21  0.9119133D+00  0.2856594D-10  0.4746238D+02  0.1650502D+00  0.8349496D+00  0.8359045D-10  0.9287923D-12
 .2292694D+00  0.1506192D-08  0.1182974D-21  0.9108931D+00  0.2786139D-10  0.4785894D+02  0.1649048D+00  0.8350951D+00  0.8829697D-10  0.1142908D-11
 .2276353D+00  0.1514286D-08  0.1163979D-21  0.9098720D+00  0.2717825D-10  0.4825645D+02  0.1647611D+00  0.8352388D+00  0.9327579D-10  0.1406705D-11
 .2260243D+00  0.1522467D-08  0.1145399D-21  0.9088500D+00  0.2651572D-10  0.4865489D+02  0.1646190D+00  0.8353808D+00  0.9854296D-10  0.1731706D-11
 .2243374D+00  0.1531258D-08  0.1126101D-21  0.9077634D+00  0.2583355D-10  0.4907926D+02  0.1644699D+00  0.8355300D+00  0.1044743D-09  0.2160025D-11
 .2227726D+00  0.1539625D-08  0.1108344D-21  0.9067401D+00  0.2521125D-10  0.4947964D+02  0.1643311D+00  0.8356688D+00  0.1103910D-09  0.2659756D-11
 .2211337D+00  0.1548614D-08  0.1089894D-21  0.9056522D+00  0.2457024D-10  0.4990607D+02  0.1641853D+00  0.8358146D+00  0.1170546D-09  0.3318124D-11
 .2196131D+00  0.1557170D-08  0.1072912D-21  0.9046278D+00  0.2398526D-10  0.5030838D+02  0.1640495D+00  0.8359503D+00  0.1237025D-09  0.4085862D-11
 .2180202D+00  0.1566362D-08  0.1055264D-21  0.9035389D+00  0.2338247D-10  0.5073687D+02  0.1639068D+00  0.8360931D+00  0.1311904D-09  0.5096530D-11
 .2164503D+00  0.1575661D-08  0.1038010D-21  0.9024498D+00  0.2279831D-10  0.5116640D+02  0.1637655D+00  0.8362344D+00  0.1391428D-09  0.6355781D-11
 .2149028D+00  0.1585068D-08  0.1021141D-21  0.9013604D+00  0.2223208D-10  0.5159699D+02  0.1636257D+00  0.8363742D+00  0.1475887D-09  0.7923435D-11
 .2133773D+00  0.1594585D-08  0.1004644D-21  0.9002708D+00  0.2168313D-10  0.5202864D+02  0.1634872D+00  0.8365127D+00  0.1565596D-09  0.9872893D-11
 .2118733D+00  0.1604211D-08  0.9885103D-22  0.8991812D+00  0.2115085D-10  0.5246134D+02  0.1633500D+00  0.8366499D+00  0.1660885D-09  0.1229372D-10
 .2103037D+00  0.1614527D-08  0.9718112D-22  0.8980276D+00  0.2060473D-10  0.5292063D+02  0.1632061D+00  0.8367937D+00  0.1768253D-09  0.1549221D-10
 .2088426D+00  0.1624385D-08  0.9563921D-22  0.8969382D+00  0.2010487D-10  0.5335549D+02  0.1630715D+00  0.8369284D+00  0.1876167D-09  0.1925174D-10
 .2073174D+00  0.1634949D-08  0.9404283D-22  0.8957850D+00  0.1959183D-10  0.5381706D+02  0.1629302D+00  0.8370697D+00  0.1997777D-09  0.2419486D-10
 .2058144D+00  0.1645643D-08  0.9248266D-22  0.8946321D+00  0.1909486D-10  0.5427981D+02  0.1627900D+00  0.8372098D+00  0.2127442D-09  0.3034940D-10
 .2044148D+00  0.1655864D-08  0.9104147D-22  0.8935438D+00  0.1863973D-10  0.5471792D+02  0.1626588D+00  0.8373411D+00  0.2257789D-09  0.3751395D-10
 .2029534D+00  0.1666816D-08  0.8954875D-22  0.8923920D+00  0.1817234D-10  0.5518294D+02  0.1625209D+00  0.8374790D+00  0.2404704D-09  0.4682686D-10
 .2014333D+00  0.1678524D-08  0.8800915D-22  0.8911769D+00  0.1769458D-10  0.5567504D+02  0.1623765D+00  0.8376234D+00  0.2570384D-09  0.5897004D-10
 .2000141D+00  0.1689756D-08  0.8658375D-22  0.8900266D+00  0.1725619D-10  0.5614244D+02  0.1622407D+00  0.8377591D+00  0.2738080D-09  0.7308503D-10
 .1986148D+00  0.1701128D-08  0.8518970D-22  0.8888772D+00  0.1683114D-10  0.5661099D+02  0.1621059D+00  0.8378939D+00  0.2916939D-09  0.9019187D-10
 .1971588D+00  0.1713284D-08  0.8375125D-22  0.8876651D+00  0.1639641D-10  0.5710682D+02  0.1619646D+00  0.8380353D+00  0.3118681D-09  0.1120239D-09
 .1957990D+00  0.1724947D-08  0.8241893D-22  0.8865178D+00  0.1599728D-10  0.5757773D+02  0.1618316D+00  0.8381683D+00  0.3322915D-09  0.1368093D-09
 .1943838D+00  0.1737415D-08  0.8104380D-22  0.8853082D+00  0.1558891D-10  0.5807604D+02  0.1616921D+00  0.8383078D+00  0.3553308D-09  0.1678791D-09
 .1929890D+00  0.1750047D-08  0.7969980D-22  0.8841000D+00  0.1519333D-10  0.5857562D+02  0.1615535D+00  0.8384464D+00  0.3799983D-09  0.2045738D-09
 .1916140D+00  0.1762844D-08  0.7838606D-22  0.8828934D+00  0.1481008D-10  0.5907646D+02  0.1614156D+00  0.8385843D+00  0.4064109D-09  0.2474603D-09
 .1902585D+00  0.1775810D-08  0.7710171D-22  0.8816884D+00  0.1443869D-10  0.5957856D+02  0.1612785D+00  0.8387213D+00  0.4346939D-09  0.2970568D-09
 .1888522D+00  0.1789643D-08  0.7578060D-22  0.8804220D+00  0.1406010D-10  0.6010844D+02  0.1611350D+00  0.8388649D+00  0.4666338D-09  0.3570116D-09
 .1875353D+00  0.1802961D-08  0.7455401D-22  0.8792208D+00  0.1371173D-10  0.6061310D+02  0.1609993D+00  0.8390005D+00  0.4991877D-09  0.4217252D-09
 .1861689D+00  0.1817170D-08  0.7329197D-22  0.8779586D+00  0.1335647D-10  0.6114566D+02  0.1608572D+00  0.8391427D+00  0.5359557D-09  0.4983460D-09
 .1848222D+00  0.1831576D-08  0.7205891D-22  0.8766987D+00  0.1301252D-10  0.6167959D+02  0.1607157D+00  0.8392842D+00  0.5754802D-09  0.5839448D-09
 .1834948D+00  0.1846183D-08  0.7085402D-22  0.8754413D+00  0.1267944D-10  0.6221488D+02  0.1605748D+00  0.8394251D+00  0.6179707D-09  0.6787091D-09
 .1821864D+00  0.1860993D-08  0.6967647D-22  0.8741865D+00  0.1235682D-10  0.6275153D+02  0.1604344D+00  0.8395654D+00  0.6636530D-09  0.7827667D-09
 .1808965D+00  0.1876010D-08  0.6852549D-22  0.8729344D+00  0.1204430D-10  0.6328952D+02  0.1602946D+00  0.8397053D+00  0.7127701D-09  0.8962048D-09
 .1796247D+00  0.1891235D-08  0.6740032D-22  0.8716851D+00  0.1174148D-10  0.6382885D+02  0.1601552D+00  0.8398447D+00  0.7655839D-09  0.1019090D-08
 .1783085D+00  0.1907452D-08  0.6624589D-22  0.8703765D+00  0.1143359D-10  0.6439658D+02  0.1600093D+00  0.8399906D+00  0.8253257D-09  0.1158358D-08
 .1770727D+00  0.1923117D-08  0.6517141D-22  0.8691333D+00  0.1114958D-10  0.6493863D+02  0.1598707D+00  0.8401291D+00  0.8866231D-09  0.1300825D-08
 .1757935D+00  0.1939802D-08  0.6406867D-22  0.8678314D+00  0.1086071D-10  0.6550920D+02  0.1597256D+00  0.8402742D+00  0.9559712D-09  0.1460853D-08
 .1745326D+00  0.1956732D-08  0.6299128D-22  0.8665331D+00  0.1058104D-10  0.6608121D+02  0.1595809D+00  0.8404190D+00  0.1030831D-08  0.1631730D-08
 .1732896D+00  0.1973912D-08  0.6193852D-22  0.8652385D+00  0.1031022D-10  0.6665465D+02  0.1594364D+00  0.8405635D+00  0.1111646D-08  0.1813665D-08
 .1720643D+00  0.1991345D-08  0.6090967D-22  0.8639477D+00  0.1004793D-10  0.6722951D+02  0.1592922D+00  0.8407077D+00  0.1198897D-08  0.2006924D-08
 .1707990D+00  0.2009885D-08  0.5985674D-22  0.8625998D+00  0.9781958D-11  0.6783327D+02  0.1591413D+00  0.8408585D+00  0.1297771D-08  0.2221880D-08
 .1696085D+00  0.2027851D-08  0.5887477D-22  0.8613173D+00  0.9536158D-11  0.6841102D+02  0.1589975D+00  0.8410023D+00  0.1399866D-08  0.2439388D-08
 .1683790D+00  0.2046957D-08  0.5786954D-22  0.8599782D+00  0.9286807D-11  0.6901778D+02  0.1588471D+00  0.8411528D+00  0.1515578D-08  0.2680651D-08
 .1671672D+00  0.2066361D-08  0.5688767D-22  0.8586438D+00  0.9045485D-11  0.6962605D+02  0.1586967D+00  0.8413031D+00  0.1640999D-08  0.2936189D-08
 .1659727D+00  0.2086067D-08  0.5592848D-22  0.8573143D+00  0.8811889D-11  0.7023583D+02  0.1585465D+00  0.8414534D+00  0.1776955D-08  0.3206648D-08
 .1647951D+00  0.2106080D-08  0.5499132D-22  0.8559898D+00  0.8585729D-11  0.7084710D+02  0.1583962D+00  0.8416036D+00  0.1924339D-08  0.3492744D-08
 .1636341D+00  0.2126406D-08  0.5407556D-22  0.8546704D+00  0.8366727D-11  0.7145985D+02  0.1582461D+00  0.8417538D+00  0.2084127D-08  0.3795260D-08
 .1624377D+00  0.2147995D-08  0.5314039D-22  0.8532965D+00  0.8145134D-11  0.7210203D+02  0.1580890D+00  0.8419108D+00  0.2265586D-08  0.4130012D-08
 .1613096D+00  0.2168977D-08  0.5226653D-22  0.8519878D+00  0.7939955D-11  0.7271777D+02  0.1579388D+00  0.8420611D+00  0.2454131D-08  0.4468853D-08
 .1601469D+00  0.2191264D-08  0.5137390D-22  0.8506255D+00  0.7732271D-11  0.7336304D+02  0.1577816D+00  0.8422182D+00  0.2668282D-08  0.4843691D-08
 .1590008D+00  0.2213918D-08  0.5050208D-22  0.8492692D+00  0.7531296D-11  0.7400986D+02  0.1576243D+00  0.8423755D+00  0.2901381D-08  0.5240794D-08
 .1578710D+00  0.2236944D-08  0.4965048D-22  0.8479192D+00  0.7336776D-11  0.7465823D+02  0.1574669D+00  0.8425329D+00  0.3155125D-08  0.5661487D-08
 .1567090D+00  0.2261376D-08  0.4878276D-22  0.8465171D+00  0.7140419D-11  0.7533641D+02  0.1573024D+00  0.8426974D+00  0.3443916D-08  0.6127155D-08
 .1556114D+00  0.2285185D-08  0.4797066D-22  0.8451800D+00  0.6958346D-11  0.7598786D+02  0.1571446D+00  0.8428552D+00  0.3745783D-08  0.6600571D-08
 .1544824D+00  0.2310449D-08  0.4714297D-22  0.8437917D+00  0.6774481D-11  0.7666922D+02  0.1569797D+00  0.8430202D+00  0.4089400D-08  0.7124688D-08
 .1533696D+00  0.2336150D-08  0.4633483D-22  0.8424107D+00  0.6596633D-11  0.7735218D+02  0.1568144D+00  0.8431854D+00  0.4464957D-08  0.7681517D-08
 .1522727D+00  0.2362295D-08  0.4554567D-22  0.8410370D+00  0.6424570D-11  0.7803670D+02  0.1566488D+00  0.8433510D+00  0.4875458D-08  0.8273177D-08
 .1511914D+00  0.2388895D-08  0.4477495D-22  0.8396708D+00  0.6258072D-11  0.7872277D+02  0.1564829D+00  0.8435169D+00  0.5324192D-08  0.8901937D-08
 .1501254D+00  0.2415956D-08  0.4402211D-22  0.8383122D+00  0.6096928D-11  0.7941036D+02  0.1563166D+00  0.8436832D+00  0.5814761D-08  0.9570220D-08
 .1490308D+00  0.2444645D-08  0.4325639D-22  0.8369051D+00  0.5934546D-11  0.8012819D+02  0.1561429D+00  0.8438569D+00  0.6374512D-08  0.1031118D-07
 .1479949D+00  0.2472677D-08  0.4253852D-22  0.8355622D+00  0.5783716D-11  0.8081882D+02  0.1559758D+00  0.8440240D+00  0.6963144D-08  0.1106840D-07
 .1469311D+00  0.2502398D-08  0.4180815D-22  0.8341718D+00  0.5631667D-11  0.8153976D+02  0.1558012D+00  0.8441986D+00  0.7634903D-08  0.1190824D-07
 .1458824D+00  0.2532660D-08  0.4109505D-22  0.8327900D+00  0.5484592D-11  0.8226224D+02  0.1556261D+00  0.8443737D+00  0.8372274D-08  0.1280374D-07
 .1448076D+00  0.2564720D-08  0.4037119D-22  0.8313623D+00  0.5336704D-11  0.8301522D+02  0.1554434D+00  0.8445564D+00  0.9215716D-08  0.1379825D-07
 .1437889D+00  0.2596121D-08  0.3969175D-22  0.8299985D+00  0.5199191D-11  0.8374077D+02  0.1552671D+00  0.8447327D+00  0.1010773D-07  0.1481954D-07
 .1427446D+00  0.2629389D-08  0.3900187D-22  0.8285897D+00  0.5060863D-11  0.8449688D+02  0.1550832D+00  0.8449166D+00  0.1112823D-07  0.1595415D-07
 .1417546D+00  0.2661976D-08  0.3835415D-22  0.8272444D+00  0.4932189D-11  0.8522539D+02  0.1549057D+00  0.8450941D+00  0.1220770D-07  0.1711973D-07
 .1407395D+00  0.2696503D-08  0.3769630D-22  0.8258549D+00  0.4802701D-11  0.8598453D+02  0.1547204D+00  0.8452794D+00  0.1344288D-07  0.1841508D-07
 .1397388D+00  0.2731692D-08  0.3705407D-22  0.8244755D+00  0.4677462D-11  0.8674518D+02  0.1545344D+00  0.8454653D+00  0.1480451D-07  0.1980134D-07
 .1387146D+00  0.2768950D-08  0.3640317D-22  0.8230536D+00  0.4551729D-11  0.8753666D+02  0.1543405D+00  0.8456592D+00  0.1636640D-07  0.2134424D-07
 .1377425D+00  0.2805531D-08  0.3579137D-22  0.8216948D+00  0.4434655D-11  0.8830033D+02  0.1541531D+00  0.8458467D+00  0.1802778D-07  0.2293689D-07
 .1367472D+00  0.2844266D-08  0.3517115D-22  0.8202946D+00  0.4317071D-11  0.8909490D+02  0.1539576D+00  0.8460421D+00  0.1993384D-07  0.2471017D-07
 .1357663D+00  0.2883778D-08  0.3456587D-22  0.8189056D+00  0.4203398D-11  0.8989101D+02  0.1537613D+00  0.8462385D+00  0.2204373D-07  0.2661425D-07
 .1347993D+00  0.2924084D-08  0.3397508D-22  0.8175278D+00  0.4093484D-11  0.9068865D+02  0.1535641D+00  0.8464356D+00  0.2437947D-07  0.2865918D-07
 .1338460D+00  0.2965202D-08  0.3339836D-22  0.8161613D+00  0.3987182D-11  0.9148777D+02  0.1533660D+00  0.8466337D+00  0.2696547D-07  0.3085578D-07
 .1328715D+00  0.3008719D-08  0.3281470D-22  0.8147562D+00  0.3880611D-11  0.9231804D+02  0.1531596D+00  0.8468400D+00  0.2994058D-07  0.3330643D-07
 .1319111D+00  0.3053149D-08  0.3224529D-22  0.8133634D+00  0.3777627D-11  0.9314982D+02  0.1529523D+00  0.8470473D+00  0.3324756D-07  0.3594686D-07
 .1309980D+00  0.3096876D-08  0.3170930D-22  0.8120321D+00  0.3681585D-11  0.9395325D+02  0.1527514D+00  0.8472482D+00  0.3678568D-07  0.3868699D-07
 .1300313D+00  0.3144832D-08  0.3114749D-22  0.8106151D+00  0.3581859D-11  0.9481755D+02  0.1525347D+00  0.8474650D+00  0.4101091D-07  0.4185937D-07
 .1291114D+00  0.3192127D-08  0.3061830D-22  0.8092597D+00  0.3488812D-11  0.9565323D+02  0.1523243D+00  0.8476753D+00  0.4555530D-07  0.4516590D-07
 .1282044D+00  0.3240423D-08  0.3010173D-22  0.8079169D+00  0.3398822D-11  0.9648981D+02  0.1521129D+00  0.8478866D+00  0.5060860D-07  0.4873134D-07
 .1272784D+00  0.3291521D-08  0.2957962D-22  0.8065394D+00  0.3308715D-11  0.9735800D+02  0.1518929D+00  0.8481066D+00  0.5644030D-07  0.5271956D-07
 .1263656D+00  0.3343741D-08  0.2907025D-22  0.8051755D+00  0.3221635D-11  0.9822760D+02  0.1516717D+00  0.8483278D+00  0.6295104D-07  0.5703355D-07
 .1254658D+00  0.3397112D-08  0.2857325D-22  0.8038252D+00  0.3137464D-11  0.9909847D+02  0.1514494D+00  0.8485500D+00  0.7022062D-07  0.6170094D-07
 .1245788D+00  0.3451661D-08  0.2808825D-22  0.8024885D+00  0.3056087D-11  0.9997058D+02  0.1512260D+00  0.8487734D+00  0.7833834D-07  0.6675185D-07
 .1236742D+00  0.3509360D-08  0.2759876D-22  0.8011202D+00  0.2974728D-11  0.1008740D+03  0.1509936D+00  0.8490058D+00  0.8773488D-07  0.7241544D-07
 .1227827D+00  0.3568382D-08  0.2712134D-22  0.7997666D+00  0.2896127D-11  0.1017787D+03  0.1507600D+00  0.8492393D+00  0.9826995D-07  0.7856422D-07
 .1219040D+00  0.3628760D-08  0.2665564D-22  0.7984277D+00  0.2820175D-11  0.1026846D+03  0.1505251D+00  0.8494742D+00  0.1100827D-06  0.8524155D-07
 .1210378D+00  0.3690528D-08  0.2620128D-22  0.7971035D+00  0.2746765D-11  0.1035915D+03  0.1502890D+00  0.8497102D+00  0.1233296D-06  0.9249491D-07
 .1201838D+00  0.3753720D-08  0.2575794D-22  0.7957941D+00  0.2675799D-11  0.1044996D+03  0.1500516D+00  0.8499476D+00  0.1381863D-06  0.1003763D-06
 .1193138D+00  0.3820553D-08  0.2531105D-22  0.7944565D+00  0.2604931D-11  0.1054391D+03  0.1498049D+00  0.8501941D+00  0.1554392D-06  0.1092409D-06
 .1184564D+00  0.3888986D-08  0.2487521D-22  0.7931347D+00  0.2536469D-11  0.1063796D+03  0.1495569D+00  0.8504420D+00  0.1748671D-06  0.1189062D-06
 .1176112D+00  0.3959060D-08  0.2445009D-22  0.7918286D+00  0.2470315D-11  0.1073211D+03  0.1493076D+00  0.8506913D+00  0.1967465D-06  0.1294486D-06
